Customer ID,Customer Name,Gender,Total Purchase Amount,Transaction Count,Returns,Age,Cluster
7501,Danielle Moses,male,2988,4,0.75,33.0,1
7502,Kathy Cuevas,male,3665,4,0.25,52.0,0
7503,Matthew Madden Jr.,male,2078,5,0.6,67.0,0
7504,Nancy Rose,female,3887,6,0.16666667,64.0,0
7505,Tracy Green,male,2436,3,0.6666667,24.0,1
7506,Tracey Fuentes,female,5136,7,0.5714286,29.0,2
7507,Shawn Munoz,female,5712,6,0.33333334,39.0,2
7508,Amy Cameron,female,4852,7,0.85714287,63.0,2
7509,Anna Adams,male,3445,6,0.33333334,43.0,1
7510,Brian Smith,male,6539,8,0.625,66.0,2
7511,Wesley Hooper,female,1977,3,0.33333334,28.0,1
7512,Melissa Lopez,female,7398,8,0.625,35.0,2
7513,Jeffery Hall,female,6521,6,0.8333333,50.0,2
7514,Joseph Nguyen,male,2259,3,0.6666667,52.0,0
7515,Elizabeth Campbell,male,5401,8,0.375,34.0,2
7516,Wanda Watts,female,2283,4,0.25,28.0,1
7517,Alexa Guerrero,female,4125,6,0.5,21.0,1
7518,Richard Andrews,male,3461,3,0.6666667,68.0,0
7519,Warren Phillips,female,3102,3,0.6666667,22.0,1
7520,Tammy Johnson,male,3533,5,0.8,70.0,0
7521,Stephanie Austin,male,850,3,0.33333334,18.0,1
7522,Jeffery Andersen,female,1338,4,0.25,47.0,0
7523,Kimberly Nguyen,male,4232,5,0.8,24.0,1
7524,Joshua Shaffer,male,5028,9,0.8888889,68.0,2
7525,Keith James,female,3161,5,0.4,45.0,0
7526,Laura Beck,female,2136,3,0.6666667,44.0,0
7527,Jamie Andrews,female,2641,5,0.6,69.0,0
7528,Mrs. Julie Lynn,male,9635,11,0.72727275,55.0,2
7529,Charles Allen,male,4516,6,0.5,62.0,0
7530,James Stein,male,7538,8,0.375,47.0,2
7531,Holly Medina,female,7050,9,0.7777778,49.0,2
7532,Miss Jane Ryan,male,4388,4,1.0,33.0,1
7533,Amy Smith,male,6943,7,1.0,68.0,2
7535,Ashley Roberts,male,6241,6,0.6666667,36.0,2
7536,Danielle Jones,male,4972,5,0.8,67.0,0
7537,Melanie Lopez,female,2775,5,0.6,30.0,1
7538,Allison Gallegos,female,2886,4,0.25,67.0,0
7539,Lynn Franco,male,2489,3,0.6666667,50.0,0
7540,Heather Miles,male,7195,10,0.9,40.0,2
7541,Jonathan Hays,male,6187,5,0.8,58.0,2
7542,Chad Simpson,female,4702,5,0.2,63.0,0
7543,Roger Guerra,male,6645,7,0.5714286,52.0,2
7544,John Torres,female,3644,4,0.75,60.0,0
7545,Brooke Williams,female,2655,5,0.6,35.0,1
7546,Mia Kelly,female,1916,7,0.71428573,22.0,1
7547,Joshua Campbell,female,3599,3,0.6666667,20.0,1
7548,Cameron Malone,female,4338,8,0.75,42.0,2
7549,Justin Clark,female,8401,10,0.4,53.0,2
7550,Emily Mcgee,male,1530,2,1.0,70.0,0
7551,Latasha Carter,female,4906,5,0.8,63.0,0
7552,Brittany Miller,female,6050,5,1.0,25.0,1
7553,Jose Mccall,female,9103,8,0.375,55.0,2
7554,Johnathan Sanchez,male,2265,3,0.6666667,29.0,1
7555,Charles Gonzalez,male,5468,6,0.6666667,37.0,2
7556,David Rogers,female,341,2,0.5,69.0,0
7557,Timothy Holder,male,5195,10,0.8,61.0,2
7558,Jacqueline Smith,male,3170,5,0.4,29.0,1
7559,Sarah Dorsey,male,7444,5,0.8,46.0,2
7560,Bethany Bryant,female,6237,8,0.625,67.0,2
7561,Kimberly Hardy,male,3416,8,0.75,66.0,0
7562,Andrea Williams,male,3221,5,0.4,56.0,0
7563,William Miller,female,3386,4,0.75,49.0,0
7564,Bradley Kane,female,3628,3,0.33333334,54.0,0
7565,Brittney Ayala,female,4328,9,0.7777778,36.0,2
7566,Dr. Cole Hughes,male,302,1,0.0,56.0,0
7567,Amanda Le,male,3538,5,0.6,29.0,1
7568,Elizabeth Johnson,female,38,1,1.0,53.0,0
7569,Mr. Jeremiah Smith,female,3265,5,0.6,23.0,1
7570,Dalton Hayden,female,1812,4,1.0,30.0,1
7571,Joseph Mcmillan,male,6702,7,0.42857143,41.0,2
7572,Deborah Owens,female,7571,11,0.54545456,37.0,2
7573,Christina Hill,male,4681,4,0.5,68.0,0
7574,Charles Bell,female,4108,7,0.5714286,43.0,2
7575,Tracy Martinez,male,6208,7,0.85714287,18.0,2
7576,Ernest Garcia,male,1358,4,0.25,58.0,0
7577,Jamie Cameron,male,1130,3,0.33333334,55.0,0
7578,Mary Compton,male,577,3,0.6666667,65.0,0
7579,Samuel Sullivan,male,3953,6,0.8333333,36.0,1
7580,Monica Yates,male,4485,6,0.5,44.0,2
7581,Amanda Garner,female,4477,5,0.6,48.0,0
7582,Carl Thompson,male,4088,4,0.5,67.0,0
7583,Molly Gray,female,1953,2,0.5,69.0,0
7584,Mary Short,female,5080,6,0.5,47.0,2
7585,Erica Thompson,male,5264,4,0.75,42.0,1
7586,Kathryn French,female,8686,10,0.7,52.0,2
7587,James Roach,male,1620,3,0.6666667,33.0,1
7588,Kurt Duncan,female,5965,6,0.8333333,54.0,2
7589,Mr. Nicholas Cole,male,3992,4,0.5,60.0,0
7590,Manuel Mendoza,male,3642,6,0.5,37.0,1
7591,Jonathan Vega,male,5375,5,0.6,49.0,2
7592,Angelica Mason,male,2090,3,1.0,33.0,1
7593,Michelle Savage,male,5435,5,0.6,56.0,0
7594,Kyle Leon,female,4664,5,0.4,70.0,0
7595,James Townsend,female,6473,6,0.33333334,27.0,2
7596,Corey Vargas,male,162,2,1.0,37.0,1
7597,Jacob Montgomery,female,6132,6,0.16666667,43.0,2
7598,Courtney Blevins,female,4960,8,0.625,62.0,2
7599,Benjamin Olson,male,3137,2,0.5,35.0,1
7600,Vanessa Carr,female,4651,5,0.8,31.0,1
7601,Amanda Hernandez,female,5160,6,0.6666667,29.0,2
7602,Kristina Horn,male,2511,7,0.5714286,62.0,0
7603,Erica Miller,male,6540,11,0.72727275,23.0,2
7604,Frederick Garcia,female,8070,6,0.5,45.0,2
7605,Beth Thomas,female,1347,3,0.6666667,70.0,0
7607,Jacob Lara,male,2940,6,0.5,30.0,1
7608,Michael Hogan,male,3947,8,0.625,20.0,2
7609,Mark Smith,female,5370,6,0.8333333,41.0,2
7610,Kathryn Lyons,female,798,3,0.6666667,23.0,1
7611,Emily Murray,female,4550,4,0.5,40.0,1
7612,Taylor Perez,male,6436,5,0.2,33.0,2
7613,Teresa Wise,male,5628,8,0.25,41.0,2
7614,Sean Lopez,female,7616,6,0.33333334,55.0,2
7615,Michael Hill,female,4422,6,0.8333333,25.0,1
7616,David Mann,female,2680,2,0.5,35.0,1
7617,Elizabeth Miller,female,4244,8,0.5,37.0,2
7618,Sally Smith,male,3257,4,0.25,37.0,1
7619,Shannon Guerra,male,1476,3,1.0,47.0,0
7620,David Carrillo,female,4211,6,0.6666667,48.0,2
7621,William Michael,male,2947,4,0.5,27.0,1
7622,Kenneth Herman,female,3727,7,0.5714286,64.0,0
7623,Anthony Mclaughlin,male,3940,5,0.4,41.0,1
7624,Benjamin Murphy,female,1795,3,0.6666667,56.0,0
7625,Colleen Watkins MD,female,768,6,0.5,63.0,0
7626,Mario Pearson,male,6112,6,0.5,68.0,2
7627,Theresa Shields,male,7043,12,0.5833333,43.0,2
7628,Samantha Cruz,female,5902,5,0.8,68.0,0
7629,Crystal Davenport,male,6551,6,0.8333333,54.0,2
7630,Stephen Thomas,male,2594,3,0.33333334,24.0,1
7631,Donald Clark,female,5885,6,0.6666667,42.0,2
7632,Jose Wolfe,female,6504,5,0.8,36.0,2
7633,Pamela Knight,female,2977,4,0.5,38.0,1
7634,Robert Schroeder,female,404,2,0.5,52.0,0
7635,David Banks,male,664,2,1.0,55.0,0
7636,Alexander Lynch,male,3501,4,0.5,25.0,1
7637,Steve Shepard,male,3556,5,0.8,53.0,0
7638,Robin Stevenson,female,4345,7,0.42857143,24.0,1
7639,Lauren Ortiz,female,4739,4,0.75,26.0,1
7640,Cassandra Rubio,female,1893,3,0.6666667,35.0,1
7641,Gabriela Abbott,female,2902,4,0.5,25.0,1
7642,Bruce Short,female,2921,6,0.6666667,52.0,0
7643,Zachary Martin,female,3279,4,0.75,52.0,0
7644,Brenda Winters,female,2718,2,1.0,35.0,1
7645,Maria Owens,male,2953,4,0.25,35.0,1
7646,Timothy Jacobs,male,2914,4,0.5,50.0,0
7647,John Branch,female,229,3,0.6666667,63.0,0
7648,Scott Brady,male,2867,6,0.8333333,43.0,1
7649,Roger Charles,female,2919,4,0.75,59.0,0
7650,Thomas Perez,male,1268,5,0.8,27.0,1
7651,Richard Taylor,female,5012,5,0.4,44.0,2
7652,Kevin Ellis Jr.,male,9199,10,0.5,40.0,2
7653,Kenneth Dillon,male,1112,4,0.5,40.0,1
7654,Ashley Harvey,female,5784,8,0.5,48.0,2
7655,Brent Nguyen,female,5971,6,0.5,49.0,2
7656,Joseph Young,female,3518,5,0.4,51.0,0
7657,Tracy Turner,female,3945,7,0.5714286,58.0,2
7658,Christina Cherry,female,4784,6,0.6666667,58.0,0
7659,Michael Gentry,female,2364,4,1.0,39.0,1
7660,Chad Carlson,female,126,1,0.0,19.0,1
7661,Kenneth Owens,male,4670,5,0.4,57.0,0
7662,Joshua Bryant,female,931,5,0.6,58.0,0
7663,Susan Powell,female,1209,2,0.5,56.0,0
7664,Bryce Klein,male,6744,8,0.625,24.0,2
7665,Katie Collins,female,730,1,0.0,47.0,0
7666,Andrea Smith,female,980,1,1.0,53.0,0
7667,Mark Gentry,male,1608,3,0.6666667,47.0,0
7668,Jeff Nelson,male,4285,5,0.8,42.0,1
7669,Aaron Johnson,female,2793,4,0.75,59.0,0
7670,Lori Oliver,female,7369,6,0.8333333,56.0,2
7671,Steven Stanley,male,2415,3,0.6666667,45.0,0
7672,Jonathan Jackson,male,5863,7,0.2857143,51.0,2
7673,Daniel Walker,female,4710,6,0.5,36.0,2
7674,James Hall,female,5490,7,0.5714286,37.0,2
7675,Amy Holland,female,3980,4,0.25,22.0,1
7676,Christopher Davis,female,4401,5,0.4,67.0,0
7677,Marcus Clark,female,3076,6,0.6666667,67.0,0
7678,Chelsea Miller,male,6543,8,0.5,51.0,2
7679,Monica Cummings,male,4510,5,0.8,21.0,1
7680,Lori Crane,female,200,1,1.0,42.0,1
7681,Jennifer Paul,male,5313,8,0.5,19.0,2
7682,Ellen Shaw,male,1360,1,1.0,18.0,1
7684,Carla Rodriguez,female,3132,4,0.5,24.0,1
7685,Amy Lopez,female,6548,10,0.3,48.0,2
7686,Amy Taylor,female,3346,4,1.0,61.0,0
7687,Kathleen Cox,female,1865,3,0.6666667,24.0,1
7688,Stephanie Lewis,male,2881,2,1.0,49.0,0
7689,Amy Tran,male,3472,3,0.6666667,34.0,1
7690,Alice Maddox,female,4828,8,0.5,25.0,2
7691,Angela Stafford,female,4616,5,0.6,21.0,1
7692,Sarah Lloyd,female,1160,1,1.0,43.0,1
7693,Edward Walker,male,2221,5,0.8,22.0,1
7694,Katherine Flynn,male,2303,4,1.0,19.0,1
7695,Lorraine Reed,female,3707,5,0.4,29.0,1
7696,Heather Snow,male,4368,7,0.85714287,63.0,2
7697,Deborah Bradley,male,7472,8,0.375,26.0,2
7698,Melissa Mitchell,male,4623,6,0.33333334,48.0,2
7699,Justin Cook,female,1465,4,0.5,21.0,1
7700,Melissa Bauer DDS,male,4222,4,0.25,23.0,1
7701,Alexis Bender,female,2283,6,0.16666667,38.0,1
7702,Matthew Adkins,female,1488,1,1.0,68.0,0
7703,Amanda Dennis,male,6324,5,0.4,55.0,2
7704,Janet Miles,female,2634,6,0.5,30.0,1
7705,Wanda Ingram,female,2507,2,0.5,39.0,1
7706,Donna Huffman,male,7293,10,0.7,59.0,2
7707,Victor Higgins,female,4108,7,0.71428573,26.0,1
7708,Kimberly White,male,11008,10,0.8,67.0,2
7709,Andrew Nelson,male,4323,6,1.0,58.0,0
7710,Seth Chapman,male,4307,4,0.75,57.0,0
7711,Kimberly Kelly,female,3962,6,0.6666667,41.0,1
7712,Deborah Hammond,male,5140,7,0.42857143,68.0,2
7713,Melissa Garcia,male,6248,6,0.33333334,18.0,2
7714,Jacob Cooper,male,1994,3,0.33333334,53.0,0
7715,Rebecca Rice,male,1349,4,0.5,66.0,0
7716,Cassandra Rice,male,2824,2,0.5,43.0,1
7717,Brad Carpenter,male,2814,4,0.25,49.0,0
7718,Robert Brown,male,4195,2,0.0,46.0,0
7719,Brent Shah,female,977,3,1.0,63.0,0
7720,Kristen Ellis,male,4232,4,0.75,69.0,0
7721,Cathy Montgomery,male,3121,3,0.6666667,53.0,0
7722,Cynthia Wood,female,4467,6,0.8333333,66.0,0
7723,Maria Burns,female,5523,6,0.16666667,67.0,0
7724,Lauren Mcgee,female,4161,7,0.5714286,28.0,2
7725,Matthew Carter,male,440,3,0.6666667,52.0,0
7726,Terry Lyons,female,4832,6,0.5,45.0,2
7727,Carlos Chang,female,10536,9,0.6666667,67.0,2
7728,Mary White,male,2797,4,0.75,55.0,0
7729,Angela Deleon,male,4223,4,0.25,41.0,1
7730,Theodore Walker,female,1956,3,1.0,29.0,1
7731,Jose Lopez,male,1584,4,0.75,42.0,1
7732,Jacob Diaz,female,1780,5,0.8,68.0,0
7733,Robert May,male,1558,3,0.33333334,49.0,0
7734,Sarah Hernandez,male,3919,5,0.6,24.0,1
7735,Laura Banks,male,2330,5,0.6,57.0,0
7736,Scott Dominguez,female,2693,4,0.5,56.0,0
7737,Jason Delgado,female,3951,7,0.5714286,49.0,2
7738,Johnathan Walker,male,6790,7,0.71428573,58.0,2
7739,Melinda Smith,female,624,2,1.0,42.0,1
7740,Lisa Combs,male,2467,4,0.25,69.0,0
7741,Dr. Matthew Dominguez,male,5550,9,0.44444445,65.0,2
7742,John Lopez,female,4280,7,0.5714286,27.0,2
7743,Mary Colon,female,6848,6,0.6666667,51.0,2
7744,Mary Smith,female,2971,6,0.8333333,54.0,0
7745,Jesse Cook,male,5081,6,0.6666667,60.0,2
7746,Jennifer Wagner,female,2850,5,0.8,37.0,1
7747,Shirley Morris,female,5613,7,0.5714286,26.0,2
7748,Crystal Harris,male,2283,4,1.0,45.0,0
7749,Susan Jones,female,6265,9,0.6666667,21.0,2
7750,Kathleen Rice,female,333,1,1.0,31.0,1
7751,Nicole Stewart,female,1388,3,0.33333334,44.0,0
7752,Christina Phillips,male,6338,7,0.5714286,45.0,2
7753,Anita Hunter,female,4492,5,0.6,23.0,1
7754,Matthew Elliott,female,7123,7,0.5714286,62.0,2
7755,Kevin Sweeney,male,666,2,0.5,58.0,0
7756,Kyle Sharp,male,2261,4,0.25,66.0,0
7757,Richard Scott,female,6036,8,0.5,43.0,2
7758,Ronald Sparks,male,6616,5,1.0,65.0,2
7759,Ashley Lynch,male,6678,6,0.8333333,57.0,2
7760,David Juarez,male,1681,5,0.4,31.0,1
7761,Sheila Meyer,male,2489,4,0.75,29.0,1
7762,Gina Ellis,male,9056,9,0.6666667,32.0,2
7763,John Cortez,male,5821,8,0.5,58.0,2
7764,Christine Greer,male,5012,4,0.75,46.0,0
7765,Nicole Adams,male,1999,4,0.75,32.0,1
7766,Jonathon Obrien,female,2626,4,0.75,47.0,0
7767,Paul Williams,male,3430,4,0.75,42.0,1
7768,Tricia Becker,female,3343,3,1.0,38.0,1
7769,Angela Shaffer,male,5557,10,0.5,21.0,2
7770,Heather Wilson,male,4687,6,0.6666667,32.0,1
7771,Richard Collins,male,1910,5,0.4,46.0,0
7772,Lorraine Raymond,female,4263,5,0.8,49.0,0
7773,Kayla Sanders,male,2530,5,0.2,62.0,0
7774,Michael Maldonado,male,3472,4,0.25,25.0,1
7775,Christopher Phillips,male,6960,8,0.625,68.0,2
7776,Teresa Huffman,male,3021,5,0.8,25.0,1
7777,Christine Smith,male,4156,6,0.8333333,54.0,0
7778,Michelle Bell,female,1940,2,1.0,24.0,1
7779,Ms. Christine Hunt DDS,male,3300,4,0.0,45.0,0
7780,Robert Crawford,male,4780,3,0.33333334,49.0,0
7781,Melissa Martin,female,2773,6,0.33333334,20.0,1
7782,Mark Martin,female,1018,2,1.0,51.0,0
7783,Paul Marquez,male,2451,2,1.0,50.0,0
7784,Nicholas Small,male,1276,4,0.5,37.0,1
7785,Robert Haney,male,1563,2,0.0,32.0,1
7786,Ronald Scott,female,5813,9,0.5555556,65.0,2
7787,Angela Espinoza,male,2061,5,0.2,52.0,0
7788,Douglas Shaw,female,1955,5,0.4,65.0,0
7789,Teresa Jackson,male,2306,5,0.4,57.0,0
7790,Melissa Sparks,male,1058,2,1.0,30.0,1
7791,Anna Obrien,female,2454,5,0.8,58.0,0
7792,Elizabeth Hill,female,3523,5,0.4,66.0,0
7793,Christy Berg,male,4535,7,0.5714286,45.0,2
7794,Deborah Estrada,male,3847,4,0.75,20.0,1
7795,Albert Diaz,male,1806,4,0.5,54.0,0
7796,Lisa Dennis,male,2473,4,0.5,21.0,1
7797,Brian Larson,female,4008,6,0.6666667,44.0,2
7798,Patrick Phillips,male,8137,8,0.375,68.0,2
7799,Christina Hanson,male,6392,6,0.5,63.0,2
7800,Sean Rivera,male,3789,6,0.33333334,46.0,0
7801,Crystal Goodwin,female,1611,2,0.0,57.0,0
7802,Wanda Phillips,male,2213,4,0.25,39.0,1
7803,Andrea Lambert,female,7067,8,0.625,27.0,2
7804,Veronica Cooper,male,1736,5,0.8,35.0,1
7805,Shawn Reynolds,female,6972,8,0.625,35.0,2
7806,Rebecca Williams,female,4246,5,0.4,56.0,0
7807,Daniel Chavez,male,325,1,0.0,41.0,1
7808,Austin Gardner,female,2695,6,0.6666667,65.0,0
7809,Amanda Martinez,male,3418,4,1.0,64.0,0
7810,David Hawkins,female,2530,4,0.5,54.0,0
7811,Dr. Meredith Jones DDS,male,4281,6,0.8333333,36.0,1
7812,Mrs. Elizabeth Baker,female,7661,9,0.6666667,34.0,2
7813,Miss Gabrielle Mitchell,male,3046,4,0.5,30.0,1
7814,Pamela Singleton,male,7387,7,0.42857143,32.0,2
7815,Douglas Reilly,male,5104,5,0.6,45.0,2
7816,William Johnson,female,1345,2,1.0,42.0,1
7817,Brooke Ramos,male,6984,6,0.33333334,54.0,2
7818,Leslie Williams,male,2779,5,0.2,50.0,0
7819,Frank Smith,male,4039,4,0.5,50.0,0
7820,Jennifer Williams,male,5624,5,0.4,40.0,2
7821,Mr. Joseph Adkins,male,8612,11,0.27272728,29.0,2
7822,Michael Hodges,male,3638,5,0.6,23.0,1
7823,Michael Flores,male,1410,1,1.0,62.0,0
7824,Michele Cook,female,3711,6,0.33333334,66.0,0
7825,Kristen Medina,female,712,3,0.33333334,67.0,0
7826,Ashley Newton,female,889,3,0.6666667,32.0,1
7827,Christopher Foster,female,4626,7,0.5714286,23.0,2
7828,Kristy Alvarado,male,2988,6,0.6666667,63.0,0
7829,Derek Glass,female,4042,6,0.5,19.0,1
7830,Joshua Gonzalez,male,4733,5,0.8,69.0,0
7831,Penny Travis,male,2486,4,0.5,25.0,1
7832,Angela Porter,male,4554,7,0.85714287,43.0,2
7833,Christine Davis,female,3919,4,1.0,41.0,1
7834,Candice Watson,female,699,2,0.0,23.0,1
7835,Kimberly Jones,male,5058,4,0.25,34.0,1
7836,Dr. James Brown,male,8286,8,0.875,22.0,2
7837,Jordan Ortiz,male,5304,11,0.72727275,68.0,2
7838,Andrea Brooks,male,4770,6,0.6666667,22.0,1
7839,Richard Ingram,male,1062,5,0.8,19.0,1
7840,David Osborn,male,2507,4,0.25,23.0,1
7841,Timothy Jackson,female,11221,10,0.5,27.0,2
7842,Michelle Jacobson,male,3626,5,0.4,29.0,1
7843,Nichole Schroeder,female,3665,6,0.6666667,49.0,0
7844,Joyce Wilcox,male,2130,4,0.25,41.0,1
7845,Emily Brown,female,603,4,0.75,46.0,0
7846,Jennifer Lopez,male,4394,5,0.6,31.0,1
7847,Scott Smith,female,1289,3,0.0,29.0,1
7848,Jason Clark,male,3182,4,1.0,62.0,0
7849,Brianna Wallace,male,192,1,0.0,49.0,0
7850,Ashley Oconnell,female,1635,2,1.0,47.0,0
7851,David Mendoza,female,3472,5,0.8,51.0,0
7852,Gregory Perry,male,5468,7,0.5714286,39.0,2
7853,Timothy Davis,female,1355,3,0.6666667,33.0,1
7854,Cynthia Weiss,female,3289,4,0.5,68.0,0
7855,Brenda Rodriguez,male,5971,4,0.5,56.0,0
7856,Marcus Walker,female,5378,4,0.5,63.0,0
7857,Victor Williams,female,2872,4,0.5,27.0,1
7858,Michael Williams,male,3421,4,0.75,49.0,0
7859,William Ruiz,female,2714,5,0.8,27.0,1
7860,Karina Robinson,female,7783,8,0.625,38.0,2
7861,Angela Rice,female,1705,1,0.0,64.0,0
7862,Eric Watson,female,1703,4,0.25,67.0,0
7863,Jason Medina,male,4263,4,0.75,57.0,0
7864,William Jones,male,8813,8,0.5,50.0,2
7865,Robert Jones,female,4321,4,1.0,44.0,1
7866,Susan Ochoa,male,7727,5,1.0,32.0,2
7867,Brooke Reyes DVM,male,6721,6,1.0,31.0,2
7868,Kim Gibson,male,4252,4,0.75,69.0,0
7869,Kimberly Farrell,male,785,2,1.0,35.0,1
7870,Patrick Johnson,male,5774,5,0.6,32.0,2
7871,Danielle Spears,male,1469,3,0.0,29.0,1
7872,Matthew Atkinson,male,2341,5,0.6,45.0,0
7873,Michael Mueller,female,3507,8,0.5,33.0,2
7874,Pamela Fernandez,male,3279,4,0.25,58.0,0
7875,Danielle Allison,female,6980,6,0.33333334,34.0,2
7876,Sharon Smith,female,3015,6,0.5,21.0,1
7877,Ashley Hill,male,5621,6,0.5,43.0,2
7878,Philip Schmidt,female,28,1,1.0,43.0,1
7879,Craig Hunter,female,2059,3,0.33333334,27.0,1
7880,Brittney Johnson,female,5346,6,0.5,40.0,2
7881,Kristen Bates,female,5484,6,0.5,51.0,2
7882,Benjamin Ramirez,male,564,2,0.5,27.0,1
7883,Valerie Miller,male,4997,4,0.75,65.0,0
7884,Michael Jenkins,male,3826,5,0.2,60.0,0
7885,Steven Deleon,female,3221,3,0.33333334,57.0,0
7886,Sonya King,male,4920,5,0.4,60.0,0
7887,Erica Flowers,male,2913,5,0.4,66.0,0
7888,Jennifer Johnson,male,2964,5,0.2,58.0,0
7889,Eric Carter,male,5408,5,1.0,44.0,2
7890,Marissa Johnson,female,170,2,0.5,65.0,0
7891,Francisco Mcintyre,male,646,2,1.0,24.0,1
7892,Mariah Pacheco,female,2778,7,0.71428573,64.0,0
7893,Tammie Miranda,female,2801,6,1.0,25.0,1
7894,Patrick West,female,7572,5,0.8,70.0,2
7895,Rodney Mahoney,female,274,1,1.0,36.0,1
7896,Steven Franklin,female,6986,8,0.5,70.0,2
7897,Nancy Holloway PhD,male,1368,3,0.6666667,54.0,0
7898,Norma Taylor,male,6787,7,0.71428573,25.0,2
7899,Lindsey Quinn,female,620,2,0.5,49.0,0
7900,Joseph Hoffman,female,4660,6,0.5,64.0,0
7901,Julie Martinez,male,6731,7,0.71428573,33.0,2
7902,Christopher Malone,female,2185,2,0.5,45.0,0
7903,Paul Parks,female,5060,6,0.33333334,31.0,2
7904,Emily King,male,5621,6,0.8333333,32.0,2
7905,Carl Mckenzie,male,5806,8,0.625,67.0,2
7906,Lindsey Guerra,male,1766,3,1.0,63.0,0
7907,Kayla Potter,male,4828,7,0.85714287,34.0,2
7908,Justin Smith,female,2002,4,0.5,22.0,1
7909,Wendy Murphy DDS,female,481,1,1.0,58.0,0
7910,Stephanie Baldwin,female,2335,4,0.75,21.0,1
7911,Cynthia Hull,female,3007,4,1.0,55.0,0
7912,Emily Johnson,female,6659,6,0.8333333,69.0,2
7913,Jason Trevino,female,1786,3,0.6666667,21.0,1
7914,Michael Sanford,male,1408,6,0.5,23.0,1
7915,Ronnie Gibson,male,4336,7,0.2857143,50.0,2
7916,Michael Huber,male,2382,5,0.8,25.0,1
7917,Paul Allen,male,3293,6,0.6666667,31.0,1
7918,Tina Marquez DVM,male,4558,8,0.25,19.0,2
7919,Brian Cruz,female,1496,2,1.0,33.0,1
7920,Bill Long,male,3229,6,0.6666667,33.0,1
7921,Rachel Williamson,female,418,3,1.0,38.0,1
7922,Angela Warner,female,114,1,1.0,65.0,0
7923,Terri Hudson,female,3683,7,0.2857143,35.0,2
7924,Danielle Baldwin,male,1556,3,0.6666667,18.0,1
7925,Danielle Graves,female,4891,8,0.375,66.0,2
7926,Hailey Russell,male,5384,6,0.5,53.0,2
7927,Vincent Dawson,male,4182,4,0.0,58.0,0
7928,Bobby Krueger,female,5292,5,0.4,44.0,2
7929,John Oconnor,female,1825,3,0.33333334,64.0,0
7930,Tyler Roberts,female,9040,9,0.6666667,33.0,2
7931,Nicole Montgomery,male,5044,6,0.5,36.0,2
7932,Rebecca Salazar,female,1259,2,0.5,38.0,1
7933,John Kane,male,2080,3,0.6666667,48.0,0
7934,Nathan Burns,male,4044,4,0.25,36.0,1
7935,Destiny Taylor,male,5149,4,0.5,28.0,1
7936,Chad Taylor,female,2300,3,1.0,60.0,0
7937,Sarah Webster,male,3399,5,0.6,36.0,1
7938,Mindy Smith,female,1527,4,0.75,26.0,1
7939,Ashlee Massey,male,4241,7,0.5714286,22.0,1
7940,Joseph Fleming,male,18,1,0.0,29.0,1
7941,Casey Jenkins,male,7422,10,0.5,19.0,2
7942,Jesse Nguyen,female,2201,3,1.0,38.0,1
7943,Charles Tyler Jr.,male,3456,6,0.8333333,63.0,0
7944,Frank Miller,male,2217,5,1.0,67.0,0
7945,Marcus Walker,male,5355,3,0.33333334,50.0,0
7946,Kevin Bradley,male,1744,1,0.0,40.0,1
7947,Brenda Jones,female,4766,7,0.42857143,42.0,2
7948,Heather Reid,female,6830,4,0.5,54.0,2
7949,John Lopez,female,2885,3,0.6666667,47.0,0
7950,Mary Foster,male,6554,7,0.42857143,20.0,2
7951,Joseph Elliott,female,4653,4,0.75,51.0,0
7952,Alice Roy,female,1533,5,0.6,23.0,1
7953,Paula Meyer,female,2422,4,1.0,61.0,0
7954,Michael Bright,male,4904,6,0.6666667,25.0,1
7955,Summer Simmons,female,968,3,1.0,22.0,1
7956,Derek Prince,female,6792,7,0.2857143,49.0,2
7957,Kevin Williams,female,3312,3,0.6666667,57.0,0
7958,Ronald Walsh,male,3077,3,0.6666667,25.0,1
7959,Samantha Moore,male,4729,6,0.6666667,19.0,1
7960,Edward Perry,female,5140,7,0.85714287,48.0,2
7961,Lisa James,male,6464,8,0.375,19.0,2
7962,Brianna Sims,male,3649,3,1.0,60.0,0
7963,Aaron Archer,female,2135,4,0.5,27.0,1
7964,Shawn Moore,male,664,2,1.0,38.0,1
7965,Tony Brennan,male,3481,4,0.75,60.0,0
7966,Amber Johnson,male,6063,8,0.625,40.0,2
7967,Sandra Guerrero,male,4920,5,0.6,30.0,1
7968,Robin Riley,female,512,3,1.0,56.0,0
7969,Andrew Peterson,female,6835,6,0.5,64.0,2
7970,Robert Lawson,female,2321,4,0.5,29.0,1
7971,David Francis,female,5912,7,0.2857143,48.0,2
7972,John Mclaughlin,male,3499,4,0.75,50.0,0
7973,Sarah Mathis,female,4978,6,0.5,60.0,2
7974,Judy Aguilar,female,4156,5,0.6,69.0,0
7975,John Holmes,female,3812,4,0.25,22.0,1
7976,Melissa Hall,female,6266,6,0.8333333,40.0,2
7977,Mr. Jose Dennis DDS,male,2933,3,0.6666667,27.0,1
7978,Tracy Murray,female,3423,5,0.4,70.0,0
7979,Kimberly Gross,male,959,2,1.0,62.0,0
7980,Eugene Hall,female,6416,7,0.71428573,26.0,2
7981,Bradley Costa,male,2361,3,1.0,43.0,1
7982,Jessica Clark,female,2070,4,0.75,68.0,0
7983,Margaret Williams,female,3037,5,0.8,28.0,1
7984,Stacey Davis,male,3880,10,0.1,49.0,2
